sample_index,true_label,selected_model,execution_mode,model_switch_event,confidence,host_inference_latency_us,configured_deadline_ms,deadline_met,final_prediction,final_correct,policy,workload
414,1,pruned_mlp_14f_75pct,BALANCED,False,0.9997561573982239,4.236248698976689,5,True,1,True,DEADLINE_PRIORITY,LOW
415,1,pruned_mlp_14f_75pct,BALANCED,False,0.9981885552406311,4.300000000512227,5,True,1,True,DEADLINE_PRIORITY,LOW
416,0,pruned_mlp_14f_75pct,BALANCED,False,0.9769630432128906,4.735972389932029,5,True,0,True,DEADLINE_PRIORITY,LOW
417,2,pruned_mlp_14f_75pct,BALANCED,False,0.46928277611732483,4.147426555088255,5,True,3,False,DEADLINE_PRIORITY,LOW
418,2,pruned_mlp_14f_75pct,BALANCED,False,0.9167742133140564,5.030683783674413,5,True,2,True,DEADLINE_PRIORITY,LOW
419,2,pruned_mlp_14f_75pct,BALANCED,False,0.5195910334587097,4.127682532620418,5,True,2,True,DEADLINE_PRIORITY,LOW
420,0,pruned_mlp_14f_75pct,BALANCED,False,0.987902820110321,5.065514170507172,5,True,0,True,DEADLINE_PRIORITY,LOW
421,1,pruned_mlp_14f_75pct,BALANCED,False,0.9967918992042542,4.937243061175153,5,True,1,True,DEADLINE_PRIORITY,LOW
422,0,pruned_mlp_14f_75pct,BALANCED,False,0.9985975623130798,3.999999989900971,5,True,0,True,DEADLINE_PRIORITY,LOW
423,3,pruned_mlp_14f_75pct,BALANCED,False,0.5004164576530457,4.4983441658466825,5,True,2,False,DEADLINE_PRIORITY,LOW
424,3,pruned_mlp_14f_75pct,BALANCED,False,0.46873411536216736,4.36460409200317,5,True,3,True,DEADLINE_PRIORITY,LOW
425,3,pruned_mlp_14f_75pct,BALANCED,False,0.502543568611145,4.547452740778103,5,True,3,True,DEADLINE_PRIORITY,LOW
426,0,pruned_mlp_14f_75pct,BALANCED,False,0.9919994473457336,4.099999955542444,5,True,0,True,DEADLINE_PRIORITY,LOW
427,0,pruned_mlp_14f_75pct,BALANCED,False,0.9939635396003723,4.701862727717324,5,True,0,True,DEADLINE_PRIORITY,LOW
428,0,pruned_mlp_14f_75pct,BALANCED,False,0.984274685382843,4.533953990445278,5,True,0,True,DEADLINE_PRIORITY,LOW
429,1,pruned_mlp_14f_75pct,BALANCED,False,0.9831068515777588,4.199999921183917,5,True,1,True,DEADLINE_PRIORITY,LOW
430,0,pruned_mlp_14f_75pct,BALANCED,False,0.9476765394210815,3.999999989900971,5,True,0,True,DEADLINE_PRIORITY,LOW
431,3,pruned_mlp_14f_75pct,BALANCED,False,0.3861144483089447,4.300000000512227,5,True,3,True,DEADLINE_PRIORITY,LOW
432,1,pruned_mlp_14f_75pct,BALANCED,False,0.9876091480255127,4.099999955542444,5,True,1,True,DEADLINE_PRIORITY,LOW
433,1,pruned_mlp_14f_75pct,BALANCED,False,0.9948927164077759,4.394192277228771,5,True,1,True,DEADLINE_PRIORITY,LOW
434,2,pruned_mlp_14f_75pct,BALANCED,False,0.5003390312194824,4.715966470989363,5,True,2,True,DEADLINE_PRIORITY,LOW
435,3,pruned_mlp_14f_75pct,BALANCED,False,0.5390912890434265,4.130378929714342,5,True,2,False,DEADLINE_PRIORITY,LOW
436,0,pruned_mlp_14f_75pct,BALANCED,False,0.9977311491966248,4.884018437487749,5,True,0,True,DEADLINE_PRIORITY,LOW
437,0,pruned_mlp_14f_75pct,BALANCED,False,0.9992734789848328,4.2000000348707545,5,True,0,True,DEADLINE_PRIORITY,LOW
438,2,pruned_mlp_14f_75pct,BALANCED,False,0.5087767243385315,4.1000000692292815,5,True,2,True,DEADLINE_PRIORITY,LOW
439,0,pruned_mlp_14f_75pct,BALANCED,False,0.9893201589584351,4.3999999661537,5,True,0,True,DEADLINE_PRIORITY,LOW
440,1,pruned_mlp_14f_75pct,BALANCED,False,0.9952024221420288,4.361307406711373,5,True,1,True,DEADLINE_PRIORITY,LOW
441,1,pruned_mlp_14f_75pct,BALANCED,False,0.9911324381828308,4.2000000348707545,5,True,1,True,DEADLINE_PRIORITY,LOW
442,0,pruned_mlp_14f_75pct,BALANCED,False,0.9993502497673035,4.2000000348707545,5,True,0,True,DEADLINE_PRIORITY,LOW
443,1,pruned_mlp_14f_75pct,BALANCED,False,0.99996018409729,4.099999955542444,5,True,1,True,DEADLINE_PRIORITY,LOW
444,2,pruned_mlp_14f_75pct,BALANCED,False,0.5075280070304871,4.099999955542444,5,True,3,False,DEADLINE_PRIORITY,LOW
445,0,pruned_mlp_14f_75pct,BALANCED,False,0.9999995231628418,4.481262507714569,5,True,0,True,DEADLINE_PRIORITY,LOW
446,2,pruned_mlp_14f_75pct,BALANCED,False,0.523112952709198,4.353971299509786,5,True,3,False,DEADLINE_PRIORITY,LOW
447,2,pruned_mlp_14f_75pct,BALANCED,False,0.5060932040214539,4.099999955542444,5,True,3,False,DEADLINE_PRIORITY,LOW
448,3,pruned_mlp_14f_75pct,BALANCED,False,0.5925261974334717,3.999999989900971,5,True,2,False,DEADLINE_PRIORITY,LOW
449,0,pruned_mlp_14f_75pct,BALANCED,False,0.9999998807907104,4.099999955542444,5,True,0,True,DEADLINE_PRIORITY,LOW
450,2,pruned_mlp_14f_75pct,BALANCED,False,0.5032307505607605,4.1000000692292815,5,True,2,True,DEADLINE_PRIORITY,LOW
451,3,pruned_mlp_14f_75pct,BALANCED,False,0.49879080057144165,6.463533990140541,5,True,2,False,DEADLINE_PRIORITY,LOW
452,3,pruned_mlp_14f_75pct,BALANCED,False,0.5786887407302856,3.999999989900971,5,True,2,False,DEADLINE_PRIORITY,LOW
453,0,pruned_mlp_14f_75pct,BALANCED,False,0.9994094371795654,5.252023244498838,5,True,0,True,DEADLINE_PRIORITY,LOW
454,2,pruned_mlp_14f_75pct,BALANCED,False,0.5216665863990784,6.900000016685226,5,True,2,True,DEADLINE_PRIORITY,LOW
455,3,pruned_mlp_14f_75pct,BALANCED,False,0.43425050377845764,6.799999937356915,5,True,3,True,DEADLINE_PRIORITY,LOW
456,2,pruned_mlp_14f_75pct,BALANCED,False,0.5434741973876953,4.300000000512227,5,True,2,True,DEADLINE_PRIORITY,LOW
457,0,pruned_mlp_14f_75pct,BALANCED,False,0.9999686479568481,4.1000000692292815,5,True,0,True,DEADLINE_PRIORITY,LOW
458,2,pruned_mlp_14f_75pct,BALANCED,False,0.5006154775619507,4.099999955542444,5,True,2,True,DEADLINE_PRIORITY,LOW
459,2,pruned_mlp_14f_75pct,BALANCED,False,0.7011451125144958,6.100000064179767,5,True,2,True,DEADLINE_PRIORITY,LOW
460,3,pruned_mlp_14f_75pct,BALANCED,False,0.6174577474594116,8.734249338579422,5,True,2,False,DEADLINE_PRIORITY,LOW
461,0,pruned_mlp_14f_75pct,BALANCED,False,0.9999998807907104,4.114458125781818,5,True,0,True,DEADLINE_PRIORITY,LOW
462,1,pruned_mlp_14f_75pct,BALANCED,False,0.9251628518104553,4.3999999661537,5,True,1,True,DEADLINE_PRIORITY,LOW
463,3,pruned_mlp_14f_75pct,BALANCED,False,0.5102114081382751,4.289871598125291,5,True,2,False,DEADLINE_PRIORITY,LOW
464,2,pruned_mlp_14f_75pct,BALANCED,False,0.5060096383094788,4.099999955542444,5,True,3,False,DEADLINE_PRIORITY,LOW
465,1,pruned_mlp_14f_75pct,BALANCED,False,1.0,4.099999955542444,5,True,1,True,DEADLINE_PRIORITY,LOW
466,3,pruned_mlp_14f_75pct,BALANCED,False,0.5139689445495605,4.3518082998298135,5,True,2,False,DEADLINE_PRIORITY,LOW
467,0,pruned_mlp_14f_75pct,BALANCED,False,0.9999995231628418,4.303003073154883,5,True,0,True,DEADLINE_PRIORITY,LOW
468,0,pruned_mlp_14f_75pct,BALANCED,False,0.9628929495811462,4.300000000512227,5,True,0,True,DEADLINE_PRIORITY,LOW
469,1,pruned_mlp_14f_75pct,BALANCED,False,0.9893984794616699,4.1000000692292815,5,True,1,True,DEADLINE_PRIORITY,LOW
470,1,pruned_mlp_14f_75pct,BALANCED,False,1.0,4.199999921183917,5,True,1,True,DEADLINE_PRIORITY,LOW
471,1,pruned_mlp_14f_75pct,BALANCED,False,0.9082759618759155,4.400000079840538,5,True,1,True,DEADLINE_PRIORITY,LOW
472,1,pruned_mlp_14f_75pct,BALANCED,False,0.9291924238204956,4.300000000512227,5,True,1,True,DEADLINE_PRIORITY,LOW
473,3,pruned_mlp_14f_75pct,BALANCED,False,0.4977334141731262,4.660418528344309,5,True,2,False,DEADLINE_PRIORITY,LOW
474,3,pruned_mlp_14f_75pct,BALANCED,False,0.5253636240959167,4.774436710764846,5,True,2,False,DEADLINE_PRIORITY,LOW
475,1,pruned_mlp_14f_75pct,BALANCED,False,1.0,3.999999989900971,5,True,1,True,DEADLINE_PRIORITY,LOW
476,0,pruned_mlp_14f_75pct,BALANCED,False,0.9472430348396301,4.23062277454101,5,True,0,True,DEADLINE_PRIORITY,LOW
477,0,pruned_mlp_14f_75pct,BALANCED,False,0.9995942711830139,4.3307251008643926,5,True,0,True,DEADLINE_PRIORITY,LOW
478,1,pruned_mlp_14f_75pct,BALANCED,False,0.9895499348640442,5.362341073321139,5,True,1,True,DEADLINE_PRIORITY,LOW
479,0,pruned_mlp_14f_75pct,BALANCED,False,0.9033322334289551,4.336634242435015,5,True,0,True,DEADLINE_PRIORITY,LOW
480,0,pruned_mlp_14f_75pct,BALANCED,False,0.9453681707382202,4.400000079840538,5,True,0,True,DEADLINE_PRIORITY,LOW
481,0,pruned_mlp_14f_75pct,BALANCED,False,0.9913527369499207,3.89999991057266,5,True,0,True,DEADLINE_PRIORITY,LOW
482,1,pruned_mlp_14f_75pct,BALANCED,False,1.0,4.099999955542444,5,True,1,True,DEADLINE_PRIORITY,LOW
483,0,pruned_mlp_14f_75pct,BALANCED,False,0.9546810984611511,4.081385444042382,5,True,0,True,DEADLINE_PRIORITY,LOW
484,0,pruned_mlp_14f_75pct,BALANCED,False,0.9985188841819763,4.1000000692292815,5,True,0,True,DEADLINE_PRIORITY,LOW
485,1,pruned_mlp_14f_75pct,BALANCED,False,1.0,4.1000000692292815,5,True,1,True,DEADLINE_PRIORITY,LOW
486,2,pruned_mlp_14f_75pct,BALANCED,False,0.4964262545108795,10.900000006586197,5,True,2,True,DEADLINE_PRIORITY,LOW
487,3,pruned_mlp_14f_75pct,BALANCED,False,0.49139487743377686,4.199999921183917,5,True,3,True,DEADLINE_PRIORITY,LOW
488,3,pruned_mlp_14f_75pct,BALANCED,False,0.5045419335365295,4.674856642226147,5,True,3,True,DEADLINE_PRIORITY,LOW
489,3,pruned_mlp_14f_75pct,BALANCED,False,0.49945032596588135,4.461472375682085,5,True,3,True,DEADLINE_PRIORITY,LOW
490,3,pruned_mlp_14f_75pct,BALANCED,False,0.5657687783241272,3.999999989900971,5,True,2,False,DEADLINE_PRIORITY,LOW
491,2,pruned_mlp_14f_75pct,BALANCED,False,0.5368790030479431,4.706777176419739,5,True,3,False,DEADLINE_PRIORITY,LOW
492,2,pruned_mlp_14f_75pct,BALANCED,False,0.536683976650238,4.030947312881883,5,True,2,True,DEADLINE_PRIORITY,LOW
493,1,pruned_mlp_14f_75pct,BALANCED,False,0.9798386096954346,4.0000001035878086,5,True,1,True,DEADLINE_PRIORITY,LOW
494,3,pruned_mlp_14f_75pct,BALANCED,False,0.5399421453475952,4.609249619270626,5,True,3,True,DEADLINE_PRIORITY,LOW
495,2,pruned_mlp_14f_75pct,BALANCED,False,0.5029187202453613,4.215564006830588,5,True,3,False,DEADLINE_PRIORITY,LOW
496,0,pruned_mlp_14f_75pct,BALANCED,False,0.9996510744094849,4.1000000692292815,5,True,0,True,DEADLINE_PRIORITY,LOW
497,0,pruned_mlp_14f_75pct,BALANCED,False,0.9999910593032837,4.099999955542444,5,True,0,True,DEADLINE_PRIORITY,LOW
498,2,pruned_mlp_14f_75pct,BALANCED,False,0.48410922288894653,4.099999955542444,5,True,3,False,DEADLINE_PRIORITY,LOW
499,2,pruned_mlp_14f_75pct,BALANCED,False,0.5184399485588074,3.999999989900971,5,True,3,False,DEADLINE_PRIORITY,LOW
0,3,pruned_mlp_14f_75pct,BALANCED,True,0.5414050817489624,234.60156138382507,5,True,2,False,COMPUTE_PRIORITY,LOW
1,2,pruned_mlp_14f_75pct,BALANCED,False,0.5072553157806396,13.100000046506466,5,True,2,True,COMPUTE_PRIORITY,LOW
2,2,pruned_mlp_14f_75pct,BALANCED,False,0.8808555006980896,10.008827297384954,5,True,2,True,COMPUTE_PRIORITY,LOW
3,0,pruned_mlp_14f_75pct,BALANCED,False,0.9153213500976562,10.370726844583654,5,True,0,True,COMPUTE_PRIORITY,LOW
4,0,pruned_mlp_14f_75pct,BALANCED,False,0.9999958276748657,8.600000001024455,5,True,0,True,COMPUTE_PRIORITY,LOW
5,2,pruned_mlp_14f_75pct,BALANCED,False,0.5261516571044922,8.7999999323074,5,True,2,True,COMPUTE_PRIORITY,LOW
6,0,pruned_mlp_14f_75pct,BALANCED,False,0.9917646050453186,11.695005006283703,5,True,0,True,COMPUTE_PRIORITY,LOW
7,0,pruned_mlp_14f_75pct,BALANCED,False,0.9921776652336121,8.72162207187041,5,True,0,True,COMPUTE_PRIORITY,LOW
8,0,pruned_mlp_14f_75pct,BALANCED,False,0.9964072108268738,7.2999999929379555,5,True,0,True,COMPUTE_PRIORITY,LOW
9,0,pruned_mlp_14f_75pct,BALANCED,False,0.9999992847442627,8.012345636867112,5,True,0,True,COMPUTE_PRIORITY,LOW
10,0,pruned_mlp_14f_75pct,BALANCED,False,0.9999300241470337,6.800000051043753,5,True,0,True,COMPUTE_PRIORITY,LOW
11,0,pruned_mlp_14f_75pct,BALANCED,False,0.9991750121116638,6.800000051043753,5,True,0,True,COMPUTE_PRIORITY,LOW
12,3,pruned_mlp_14f_75pct,BALANCED,False,0.5311387181282043,8.295989500529469,5,True,3,True,COMPUTE_PRIORITY,LOW
13,3,pruned_mlp_14f_75pct,BALANCED,False,0.49090102314949036,68.10000002133165,5,True,3,True,COMPUTE_PRIORITY,LOW
14,0,pruned_mlp_14f_75pct,BALANCED,False,0.9999560117721558,15.200000007098424,5,True,0,True,COMPUTE_PRIORITY,LOW
15,0,pruned_mlp_14f_75pct,BALANCED,False,0.9997324347496033,9.999999974752427,5,True,0,True,COMPUTE_PRIORITY,LOW
16,3,pruned_mlp_14f_75pct,BALANCED,False,0.5149458646774292,7.999999979801942,5,True,3,True,COMPUTE_PRIORITY,LOW
17,2,pruned_mlp_14f_75pct,BALANCED,False,0.5087845325469971,8.767110269200867,5,True,3,False,COMPUTE_PRIORITY,LOW
18,0,pruned_mlp_14f_75pct,BALANCED,False,0.8419245481491089,7.899999900473631,5,True,0,True,COMPUTE_PRIORITY,LOW
19,0,pruned_mlp_14f_75pct,BALANCED,False,0.9999837875366211,8.199999911084888,5,True,0,True,COMPUTE_PRIORITY,LOW
20,1,pruned_mlp_14f_75pct,BALANCED,False,0.9996464252471924,8.943205965039654,5,True,1,True,COMPUTE_PRIORITY,LOW
21,2,pruned_mlp_14f_75pct,BALANCED,False,0.5155394673347473,7.900000014160469,5,True,3,False,COMPUTE_PRIORITY,LOW
22,0,pruned_mlp_14f_75pct,BALANCED,False,0.9997697472572327,8.456723647695771,5,True,0,True,COMPUTE_PRIORITY,LOW
23,1,pruned_mlp_14f_75pct,BALANCED,False,0.9864913821220398,13.800000033370452,5,True,1,True,COMPUTE_PRIORITY,LOW
24,3,pruned_mlp_14f_75pct,BALANCED,False,0.5023610591888428,8.100000059130252,5,True,3,True,COMPUTE_PRIORITY,LOW
25,0,pruned_mlp_14f_75pct,BALANCED,False,0.9537659287452698,6.87542729766477,5,True,0,True,COMPUTE_PRIORITY,LOW
26,1,pruned_mlp_14f_75pct,BALANCED,False,0.9873787760734558,31.499999977313564,5,True,1,True,COMPUTE_PRIORITY,LOW
27,3,pruned_mlp_14f_75pct,BALANCED,False,0.5634239912033081,8.611829345279931,5,True,3,True,COMPUTE_PRIORITY,LOW
28,0,pruned_mlp_14f_75pct,BALANCED,False,0.8993254899978638,6.499999926745659,5,True,0,True,COMPUTE_PRIORITY,LOW
29,0,pruned_mlp_14f_75pct,BALANCED,False,0.9959190487861633,6.299999995462713,5,True,0,True,COMPUTE_PRIORITY,LOW
30,3,pruned_mlp_14f_75pct,BALANCED,False,0.7035955190658569,6.20000002982124,5,True,2,False,COMPUTE_PRIORITY,LOW
31,1,pruned_mlp_14f_75pct,BALANCED,False,0.976375937461853,5.333525102190764,5,True,1,True,COMPUTE_PRIORITY,LOW
32,2,pruned_mlp_14f_75pct,BALANCED,False,0.5435649752616882,5.100000066704524,5,True,2,True,COMPUTE_PRIORITY,LOW
33,3,pruned_mlp_14f_75pct,BALANCED,False,0.5005452632904053,4.699999976764957,5,True,3,True,COMPUTE_PRIORITY,LOW
34,0,pruned_mlp_14f_75pct,BALANCED,False,0.9776402711868286,5.086596083542269,5,True,0,True,COMPUTE_PRIORITY,LOW
35,0,pruned_mlp_14f_75pct,BALANCED,False,0.9999992847442627,4.900000021734741,5,True,0,True,COMPUTE_PRIORITY,LOW
36,3,pruned_mlp_14f_75pct,BALANCED,False,0.5079567432403564,4.798165865931897,5,True,3,True,COMPUTE_PRIORITY,LOW
37,0,pruned_mlp_14f_75pct,BALANCED,False,0.9529823660850525,4.600000011123484,5,True,0,True,COMPUTE_PRIORITY,LOW
38,2,pruned_mlp_14f_75pct,BALANCED,False,0.4934772551059723,4.600000011123484,5,True,2,True,COMPUTE_PRIORITY,LOW
39,2,pruned_mlp_14f_75pct,BALANCED,False,0.5669237375259399,4.690556063917368,5,True,2,True,COMPUTE_PRIORITY,LOW
40,1,pruned_mlp_14f_75pct,BALANCED,False,0.9998886585235596,5.0470792676469705,5,True,1,True,COMPUTE_PRIORITY,LOW
41,0,pruned_mlp_14f_75pct,BALANCED,False,0.9577029347419739,6.204534716805486,5,True,0,True,COMPUTE_PRIORITY,LOW
42,0,pruned_mlp_14f_75pct,BALANCED,False,0.96651691198349,4.699999976764957,5,True,0,True,COMPUTE_PRIORITY,LOW
43,2,pruned_mlp_14f_75pct,BALANCED,False,0.5083612203598022,4.600000011123484,5,True,3,False,COMPUTE_PRIORITY,LOW
44,3,pruned_mlp_14f_75pct,BALANCED,False,0.49948495626449585,8.900000011635711,5,True,2,False,COMPUTE_PRIORITY,LOW
45,1,pruned_mlp_14f_75pct,BALANCED,False,0.9907855987548828,7.2999999929379555,5,True,1,True,COMPUTE_PRIORITY,LOW
46,2,pruned_mlp_14f_75pct,BALANCED,False,0.4942743182182312,7.900000014160469,5,True,2,True,COMPUTE_PRIORITY,LOW
47,1,pruned_mlp_14f_75pct,BALANCED,False,0.8619925379753113,7.850556723083202,5,True,1,True,COMPUTE_PRIORITY,LOW
48,2,pruned_mlp_14f_75pct,BALANCED,False,0.49980607628822327,7.5508413440802675,5,True,2,True,COMPUTE_PRIORITY,LOW
49,3,pruned_mlp_14f_75pct,BALANCED,False,0.4986366927623749,7.10000006165501,5,True,2,False,COMPUTE_PRIORITY,LOW
50,3,pruned_mlp_14f_75pct,BALANCED,False,0.5433081984519958,8.25926715466319,5,True,2,False,COMPUTE_PRIORITY,LOW
51,0,pruned_mlp_14f_75pct,BALANCED,False,0.9970090985298157,7.600000003549212,5,True,0,True,COMPUTE_PRIORITY,LOW
52,1,pruned_mlp_14f_75pct,BALANCED,False,0.9827843904495239,7.099999947968172,5,True,1,True,COMPUTE_PRIORITY,LOW
53,3,pruned_mlp_14f_75pct,BALANCED,False,0.5039029717445374,8.277107556782665,5,True,3,True,COMPUTE_PRIORITY,LOW
54,3,pruned_mlp_14f_75pct,BALANCED,False,0.4974355697631836,8.493869598336127,5,True,2,False,COMPUTE_PRIORITY,LOW
55,2,pruned_mlp_14f_75pct,BALANCED,False,0.5004106163978577,10.821967203610209,5,True,2,True,COMPUTE_PRIORITY,LOW
56,0,pruned_mlp_14f_75pct,BALANCED,False,0.9994614720344543,7.2999999929379555,5,True,0,True,COMPUTE_PRIORITY,LOW
57,0,pruned_mlp_14f_75pct,BALANCED,False,0.9996323585510254,7.2999999929379555,5,True,0,True,COMPUTE_PRIORITY,LOW
58,3,pruned_mlp_14f_75pct,BALANCED,False,0.5177509188652039,7.231884383723742,5,True,3,True,COMPUTE_PRIORITY,LOW
59,1,pruned_mlp_14f_75pct,BALANCED,False,0.9807292819023132,8.012147935048343,5,True,1,True,COMPUTE_PRIORITY,LOW
60,0,pruned_mlp_14f_75pct,BALANCED,False,0.997442364692688,5.29999999798747,5,True,0,True,COMPUTE_PRIORITY,LOW
61,1,pruned_mlp_14f_75pct,BALANCED,False,0.9998763799667358,4.600000011123484,5,True,1,True,COMPUTE_PRIORITY,LOW
62,3,pruned_mlp_14f_75pct,BALANCED,False,0.5026506781578064,4.500000045482011,5,True,3,True,COMPUTE_PRIORITY,LOW
63,1,pruned_mlp_14f_75pct,BALANCED,False,0.9999223947525024,4.600000011123484,5,True,1,True,COMPUTE_PRIORITY,LOW
64,0,pruned_mlp_14f_75pct,BALANCED,False,0.9992671608924866,4.865636669254932,5,True,0,True,COMPUTE_PRIORITY,LOW
65,2,pruned_mlp_14f_75pct,BALANCED,False,0.5213107466697693,5.564557638682197,5,True,2,True,COMPUTE_PRIORITY,LOW
66,1,pruned_mlp_14f_75pct,BALANCED,False,0.9389135837554932,4.79999994240643,5,True,1,True,COMPUTE_PRIORITY,LOW
67,3,pruned_mlp_14f_75pct,BALANCED,False,0.5090571641921997,4.951589729002005,5,True,3,True,COMPUTE_PRIORITY,LOW
68,3,pruned_mlp_14f_75pct,BALANCED,False,0.5056371092796326,5.077201674794088,5,True,3,True,COMPUTE_PRIORITY,LOW
69,0,pruned_mlp_14f_75pct,BALANCED,False,0.9356993436813354,4.499999931795173,5,True,0,True,COMPUTE_PRIORITY,LOW
70,1,pruned_mlp_14f_75pct,BALANCED,False,1.0,4.662628069604497,5,True,1,True,COMPUTE_PRIORITY,LOW
71,1,pruned_mlp_14f_75pct,BALANCED,False,0.9212865829467773,5.3074968334086625,5,True,1,True,COMPUTE_PRIORITY,LOW
72,2,pruned_mlp_14f_75pct,BALANCED,False,0.5146454572677612,4.499999931795173,5,True,2,True,COMPUTE_PRIORITY,LOW
73,0,pruned_mlp_14f_75pct,BALANCED,False,0.9984304308891296,5.204089697714628,5,True,0,True,COMPUTE_PRIORITY,LOW
74,0,pruned_mlp_14f_75pct,BALANCED,False,0.9996660947799683,4.599999897436646,5,True,0,True,COMPUTE_PRIORITY,LOW
75,0,pruned_mlp_14f_75pct,BALANCED,False,0.999976634979248,4.978075041019542,5,True,0,True,COMPUTE_PRIORITY,LOW
76,3,pruned_mlp_14f_75pct,BALANCED,False,0.5110090374946594,4.438300675883873,5,True,2,False,COMPUTE_PRIORITY,LOW
77,2,pruned_mlp_14f_75pct,BALANCED,False,0.5384189486503601,4.500000045482011,5,True,3,False,COMPUTE_PRIORITY,LOW
78,2,pruned_mlp_14f_75pct,BALANCED,False,0.4996844232082367,4.642209968431885,5,True,2,True,COMPUTE_PRIORITY,LOW
79,2,pruned_mlp_14f_75pct,BALANCED,False,0.5008639097213745,4.400000079840538,5,True,2,True,COMPUTE_PRIORITY,LOW
80,2,pruned_mlp_14f_75pct,BALANCED,False,0.5537723898887634,4.600000011123484,5,True,2,True,COMPUTE_PRIORITY,LOW
81,0,pruned_mlp_14f_75pct,BALANCED,False,0.959103524684906,4.45355840628057,5,True,0,True,COMPUTE_PRIORITY,LOW
82,0,pruned_mlp_14f_75pct,BALANCED,False,0.9815087914466858,4.9354944398267815,5,True,0,True,COMPUTE_PRIORITY,LOW
83,2,pruned_mlp_14f_75pct,BALANCED,False,0.5667484402656555,4.600000011123484,5,True,2,True,COMPUTE_PRIORITY,LOW
84,0,pruned_mlp_14f_75pct,BALANCED,False,0.9999969005584717,4.600000011123484,5,True,0,True,COMPUTE_PRIORITY,LOW
85,1,pruned_mlp_14f_75pct,BALANCED,False,1.0,4.899999908047903,5,True,1,True,COMPUTE_PRIORITY,LOW
86,0,pruned_mlp_14f_75pct,BALANCED,False,0.9974185228347778,4.802776894844315,5,True,0,True,COMPUTE_PRIORITY,LOW
87,1,pruned_mlp_14f_75pct,BALANCED,False,0.9993332028388977,4.64793792889979,5,True,1,True,COMPUTE_PRIORITY,LOW
88,2,pruned_mlp_14f_75pct,BALANCED,False,0.5020483136177063,4.600000011123484,5,True,2,True,COMPUTE_PRIORITY,LOW
89,2,pruned_mlp_14f_75pct,BALANCED,False,0.5098028182983398,4.941235669135655,5,True,2,True,COMPUTE_PRIORITY,LOW
90,1,pruned_mlp_14f_75pct,BALANCED,False,0.99988853931427,4.442714087538267,5,True,1,True,COMPUTE_PRIORITY,LOW
91,3,pruned_mlp_14f_75pct,BALANCED,False,0.513347864151001,5.045576707846084,5,True,3,True,COMPUTE_PRIORITY,LOW
92,0,pruned_mlp_14f_75pct,BALANCED,False,0.9986863732337952,4.600000011123484,5,True,0,True,COMPUTE_PRIORITY,LOW
93,3,pruned_mlp_14f_75pct,BALANCED,False,0.49892300367355347,4.600000011123484,5,True,2,False,COMPUTE_PRIORITY,LOW
94,3,pruned_mlp_14f_75pct,BALANCED,False,0.5170742273330688,4.699999976764957,5,True,3,True,COMPUTE_PRIORITY,LOW
95,2,pruned_mlp_14f_75pct,BALANCED,False,0.5077160596847534,4.400000079840538,5,True,3,False,COMPUTE_PRIORITY,LOW
96,1,pruned_mlp_14f_75pct,BALANCED,False,0.9999384880065918,4.530292887059856,5,True,1,True,COMPUTE_PRIORITY,LOW
97,2,pruned_mlp_14f_75pct,BALANCED,False,0.5110790729522705,4.514864401683968,5,True,3,False,COMPUTE_PRIORITY,LOW
98,0,pruned_mlp_14f_75pct,BALANCED,False,0.9999998807907104,4.502300987249404,5,True,0,True,COMPUTE_PRIORITY,LOW
99,1,pruned_mlp_14f_75pct,BALANCED,False,1.0,4.500000045482011,5,True,1,True,COMPUTE_PRIORITY,LOW
100,1,pruned_mlp_14f_75pct,BALANCED,False,0.6994697451591492,4.600000011123484,5,True,1,True,COMPUTE_PRIORITY,LOW
101,3,pruned_mlp_14f_75pct,BALANCED,False,0.49737998843193054,4.700000090451795,5,True,3,True,COMPUTE_PRIORITY,LOW
102,2,pruned_mlp_14f_75pct,BALANCED,False,0.5291815996170044,4.400000079840538,5,True,3,False,COMPUTE_PRIORITY,LOW
103,0,pruned_mlp_14f_75pct,BALANCED,False,0.999133288860321,4.500000045482011,5,True,0,True,COMPUTE_PRIORITY,LOW
104,1,pruned_mlp_14f_75pct,BALANCED,False,0.9998918771743774,4.300000000512227,5,True,1,True,COMPUTE_PRIORITY,LOW
105,3,pruned_mlp_14f_75pct,BALANCED,False,0.5068457722663879,4.473741868963175,5,True,3,True,COMPUTE_PRIORITY,LOW
106,3,pruned_mlp_14f_75pct,BALANCED,False,0.5613263845443726,5.586507345951345,5,True,2,False,COMPUTE_PRIORITY,LOW
107,0,pruned_mlp_14f_75pct,BALANCED,False,0.9977051615715027,4.375068460038861,5,True,0,True,COMPUTE_PRIORITY,LOW
108,0,pruned_mlp_14f_75pct,BALANCED,False,0.9999606609344482,5.333926236354907,5,True,0,True,COMPUTE_PRIORITY,LOW
109,0,pruned_mlp_14f_75pct,BALANCED,False,0.9994792342185974,4.3999999661537,5,True,0,True,COMPUTE_PRIORITY,LOW
110,1,pruned_mlp_14f_75pct,BALANCED,False,0.8681536316871643,4.400000079840538,5,True,1,True,COMPUTE_PRIORITY,LOW
111,3,pruned_mlp_14f_75pct,BALANCED,False,0.5097967982292175,4.600000011123484,5,True,3,True,COMPUTE_PRIORITY,LOW
112,0,pruned_mlp_14f_75pct,BALANCED,False,0.9744045734405518,4.426501372695471,5,True,0,True,COMPUTE_PRIORITY,LOW
