sample_idx,true_fault,mode_a_prob_anom,threshold,mode_b_triggered,mode_a_pred,mode_b_pred,final_pred,mode_a_lat_us,mode_b_lat_us,total_lat_us,deadline_5ms_met,deadline_10ms_met,deadline_20ms_met,deadline_50ms_met
2316,2,1.0,0.5,1,1,3.0,3,63.5,67.8,131.3,1,1,1,1
2317,0,0.0,0.5,0,0,,0,60.0,0.0,60.0,1,1,1,1
2318,0,0.0,0.5,0,0,,0,61.4,0.0,61.4,1,1,1,1
2319,1,0.999232,0.5,1,1,1.0,1,66.2,71.4,137.6,1,1,1,1
2320,2,0.989894,0.5,1,1,3.0,3,62.2,68.3,130.5,1,1,1,1
2321,3,0.989894,0.5,1,1,2.0,2,61.4,68.1,129.5,1,1,1,1
2322,2,0.989894,0.5,1,1,2.0,2,71.0,71.8,142.8,1,1,1,1
2323,2,0.989894,0.5,1,1,2.0,2,62.0,70.1,132.1,1,1,1,1
2324,0,0.0,0.5,0,0,,0,60.8,0.0,60.8,1,1,1,1
2325,3,0.989894,0.5,1,1,2.0,2,61.6,79.3,140.9,1,1,1,1
2326,1,1.0,0.5,1,1,1.0,1,63.6,70.2,133.8,1,1,1,1
2327,0,0.0,0.5,0,0,,0,61.2,0.0,61.2,1,1,1,1
2328,1,0.997497,0.5,1,1,1.0,1,61.4,75.4,136.8,1,1,1,1
2329,2,0.989894,0.5,1,1,2.0,2,66.7,70.4,137.1,1,1,1,1
2330,3,0.989894,0.5,1,1,2.0,2,60.8,69.7,130.5,1,1,1,1
2331,1,1.0,0.5,1,1,1.0,1,62.2,70.2,132.4,1,1,1,1
2332,1,1.0,0.5,1,1,1.0,1,72.2,71.3,143.5,1,1,1,1
2333,1,0.989894,0.5,1,1,1.0,1,61.3,70.1,131.4,1,1,1,1
2334,1,0.997497,0.5,1,1,1.0,1,60.7,69.6,130.3,1,1,1,1
2335,2,0.989894,0.5,1,1,2.0,2,69.0,73.7,142.7,1,1,1,1
2336,2,0.989894,0.5,1,1,2.0,2,61.3,68.4,129.7,1,1,1,1
2337,0,0.0,0.5,0,0,,0,60.9,0.0,60.9,1,1,1,1
2338,3,0.989894,0.5,1,1,3.0,3,61.3,76.9,138.2,1,1,1,1
2339,1,0.999232,0.5,1,1,1.0,1,65.5,71.1,136.6,1,1,1,1
2340,0,0.0,0.5,0,0,,0,61.1,0.0,61.1,1,1,1,1
2341,2,0.989894,0.5,1,1,2.0,2,62.3,69.3,131.6,1,1,1,1
2342,3,0.999232,0.5,1,1,2.0,2,71.1,69.9,141.0,1,1,1,1
2343,2,0.989894,0.5,1,1,2.0,2,62.0,67.7,129.7,1,1,1,1
2344,0,0.0,0.5,0,0,,0,60.8,0.0,60.8,1,1,1,1
2345,2,1.0,0.5,1,1,3.0,3,69.3,72.5,141.8,1,1,1,1
2346,1,1.0,0.5,1,1,1.0,1,61.1,70.0,131.1,1,1,1,1
2347,2,0.989894,0.5,1,1,3.0,3,61.3,70.8,132.1,1,1,1,1
2348,1,1.0,0.5,1,1,1.0,1,60.5,77.4,137.9,1,1,1,1
2349,0,0.0,0.5,0,0,,0,63.9,0.0,63.9,1,1,1,1
2350,3,0.989894,0.5,1,1,2.0,2,60.4,69.0,129.4,1,1,1,1
2351,3,0.989894,0.5,1,1,2.0,2,59.8,70.1,129.9,1,1,1,1
2352,0,0.0,0.5,0,0,,0,71.7,0.0,71.7,1,1,1,1
2353,0,0.0,0.5,0,0,,0,62.1,0.0,62.1,1,1,1,1
2354,0,0.177465,0.5,0,0,,0,62.1,0.0,62.1,1,1,1,1
2355,3,0.989894,0.5,1,1,3.0,3,69.4,71.7,141.1,1,1,1,1
2356,0,0.177465,0.5,0,0,,0,60.8,0.0,60.8,1,1,1,1
2357,3,0.989894,0.5,1,1,3.0,3,62.4,68.0,130.4,1,1,1,1
2358,3,0.989894,0.5,1,1,3.0,3,60.2,78.6,138.8,1,1,1,1
2359,1,0.997497,0.5,1,1,1.0,1,64.2,72.1,136.3,1,1,1,1
2360,3,1.0,0.5,1,1,3.0,3,60.9,70.2,131.1,1,1,1,1
2361,2,0.989894,0.5,1,1,2.0,2,60.3,77.4,137.7,1,1,1,1
2362,0,0.0,0.5,0,0,,0,65.9,0.0,65.9,1,1,1,1
2363,3,0.989894,0.5,1,1,3.0,3,61.4,69.5,130.9,1,1,1,1
2364,2,0.999232,0.5,1,1,3.0,3,60.0,212.6,272.6,1,1,1,1
2365,2,0.989894,0.5,1,1,3.0,3,341.9,302.4,644.3,1,1,1,1
2366,2,0.989894,0.5,1,1,2.0,2,132.0,103.9,235.9,1,1,1,1
2367,1,0.989894,0.5,1,1,1.0,1,83.5,91.6,175.1,1,1,1,1
2368,0,0.0,0.5,0,0,,0,76.5,0.0,76.5,1,1,1,1
2369,3,0.989894,0.5,1,1,2.0,2,77.3,82.3,159.6,1,1,1,1
2370,3,0.989894,0.5,1,1,3.0,3,83.4,83.0,166.4,1,1,1,1
2371,0,0.997497,0.5,1,1,0.0,0,70.8,83.8,154.6,1,1,1,1
2372,1,0.997497,0.5,1,1,1.0,1,72.0,82.0,154.0,1,1,1,1
2373,3,0.989894,0.5,1,1,3.0,3,73.1,82.8,155.9,1,1,1,1
2374,2,0.989894,0.5,1,1,2.0,2,72.4,79.8,152.2,1,1,1,1
2375,3,0.989894,0.5,1,1,2.0,2,72.0,189.5,261.5,1,1,1,1
2376,1,1.0,0.5,1,1,1.0,1,145.4,134.1,279.5,1,1,1,1
2377,0,0.0,0.5,0,0,,0,97.2,0.0,97.2,1,1,1,1
2378,2,0.989894,0.5,1,1,3.0,3,88.5,96.3,184.8,1,1,1,1
2379,2,0.989894,0.5,1,1,3.0,3,98.7,107.7,206.4,1,1,1,1
2380,3,0.989894,0.5,1,1,2.0,2,90.3,99.5,189.8,1,1,1,1
2381,3,0.989894,0.5,1,1,3.0,3,86.6,99.5,186.1,1,1,1,1
2382,3,0.989894,0.5,1,1,3.0,3,96.7,112.8,209.5,1,1,1,1
2383,3,0.989894,0.5,1,1,3.0,3,91.8,101.0,192.8,1,1,1,1
2384,3,0.989894,0.5,1,1,3.0,3,86.1,99.2,185.3,1,1,1,1
2385,3,0.989894,0.5,1,1,3.0,3,90.7,116.3,207.0,1,1,1,1
2386,0,0.0,0.5,0,0,,0,96.6,0.0,96.6,1,1,1,1
2387,0,0.0,0.5,0,0,,0,94.6,0.0,94.6,1,1,1,1
2388,0,0.0,0.5,0,0,,0,107.8,0.0,107.8,1,1,1,1
2389,2,1.0,0.5,1,1,2.0,2,102.2,109.7,211.9,1,1,1,1
2390,2,0.989894,0.5,1,1,2.0,2,98.6,112.2,210.8,1,1,1,1
2391,2,0.989894,0.5,1,1,2.0,2,100.0,135.7,235.7,1,1,1,1
2392,1,0.997497,0.5,1,1,1.0,1,113.4,119.9,233.3,1,1,1,1
2393,2,0.989894,0.5,1,1,3.0,3,106.9,118.6,225.5,1,1,1,1
2394,0,0.0,0.5,0,0,,0,102.2,0.0,102.2,1,1,1,1
2395,1,1.0,0.5,1,1,1.0,1,128.2,139.1,267.3,1,1,1,1
2396,1,0.997497,0.5,1,1,1.0,1,117.7,122.1,239.8,1,1,1,1
2397,0,0.177465,0.5,0,0,,0,112.4,0.0,112.4,1,1,1,1
2398,3,0.989894,0.5,1,1,2.0,2,131.6,137.9,269.5,1,1,1,1
2399,2,0.989894,0.5,1,1,3.0,3,120.6,158.2,278.8,1,1,1,1
2400,0,0.0,0.5,0,0,,0,308.2,0.0,308.2,1,1,1,1
2401,0,0.0,0.5,0,0,,0,159.9,0.0,159.9,1,1,1,1
2402,1,1.0,0.5,1,1,1.0,1,133.1,148.6,281.7,1,1,1,1
2403,0,0.0,0.5,0,0,,0,126.4,0.0,126.4,1,1,1,1
2404,1,0.989894,0.5,1,1,1.0,1,117.6,135.8,253.4,1,1,1,1
2405,3,0.989894,0.5,1,1,3.0,3,119.0,132.0,251.0,1,1,1,1
2406,3,1.0,0.5,1,1,2.0,2,110.7,127.3,238.0,1,1,1,1
2407,0,0.0,0.5,0,0,,0,111.7,0.0,111.7,1,1,1,1
2408,0,0.0,0.5,0,0,,0,137.9,0.0,137.9,1,1,1,1
2409,2,1.0,0.5,1,1,2.0,2,113.2,123.3,236.5,1,1,1,1
2410,0,0.0,0.5,0,0,,0,101.4,0.0,101.4,1,1,1,1
2411,1,0.989894,0.5,1,1,1.0,1,103.4,139.5,242.9,1,1,1,1
2412,0,0.0,0.5,0,0,,0,110.5,0.0,110.5,1,1,1,1
2413,1,1.0,0.5,1,1,1.0,1,102.8,108.0,210.8,1,1,1,1
2414,0,0.0,0.5,0,0,,0,90.8,0.0,90.8,1,1,1,1
2415,0,0.0,0.5,0,0,,0,103.1,0.0,103.1,1,1,1,1
2416,2,0.989894,0.5,1,1,2.0,2,95.3,103.8,199.1,1,1,1,1
2417,3,0.999232,0.5,1,1,3.0,3,93.1,98.3,191.4,1,1,1,1
2418,3,0.989894,0.5,1,1,3.0,3,103.1,102.4,205.5,1,1,1,1
2419,1,0.989894,0.5,1,1,1.0,1,85.7,96.8,182.5,1,1,1,1
2420,0,0.0,0.5,0,0,,0,85.4,0.0,85.4,1,1,1,1
2421,3,0.989894,0.5,1,1,3.0,3,98.0,100.0,198.0,1,1,1,1
2422,2,0.989894,0.5,1,1,3.0,3,83.1,94.5,177.6,1,1,1,1
2423,0,0.0,0.5,0,0,,0,81.3,0.0,81.3,1,1,1,1
2424,0,0.0,0.5,0,0,,0,78.3,0.0,78.3,1,1,1,1
2425,0,0.0,0.5,0,0,,0,83.0,0.0,83.0,1,1,1,1
2426,2,0.989894,0.5,1,1,2.0,2,74.5,82.1,156.6,1,1,1,1
2427,0,0.0,0.5,0,0,,0,72.7,0.0,72.7,1,1,1,1
2428,0,0.0,0.5,0,0,,0,76.1,0.0,76.1,1,1,1,1
2429,3,0.989894,0.5,1,1,2.0,2,75.8,79.5,155.3,1,1,1,1
2430,2,0.989894,0.5,1,1,2.0,2,70.6,76.9,147.5,1,1,1,1
2431,3,0.989894,0.5,1,1,3.0,3,78.4,80.9,159.3,1,1,1,1
2432,1,1.0,0.5,1,1,1.0,1,68.0,77.1,145.1,1,1,1,1
2433,1,0.989894,0.5,1,1,1.0,1,71.4,72.6,144.0,1,1,1,1
2434,3,0.989894,0.5,1,1,3.0,3,65.8,84.5,150.3,1,1,1,1
2435,2,0.989894,0.5,1,1,2.0,2,65.9,73.5,139.4,1,1,1,1
2436,3,0.989894,0.5,1,1,3.0,3,65.9,69.5,135.4,1,1,1,1
2437,2,0.989894,0.5,1,1,2.0,2,61.0,80.4,141.4,1,1,1,1
2438,1,1.0,0.5,1,1,1.0,1,65.1,71.1,136.2,1,1,1,1
2439,2,0.989894,0.5,1,1,3.0,3,61.6,109.9,171.5,1,1,1,1
2440,3,0.989894,0.5,1,1,2.0,2,217.4,258.4,475.8,1,1,1,1
2441,1,0.999232,0.5,1,1,1.0,1,99.7,92.1,191.8,1,1,1,1
2442,3,0.989894,0.5,1,1,3.0,3,67.3,71.4,138.7,1,1,1,1
2443,1,0.989894,0.5,1,1,1.0,1,64.8,71.0,135.8,1,1,1,1
2444,2,0.989894,0.5,1,1,2.0,2,106.4,125.2,231.6,1,1,1,1
2445,2,0.989894,0.5,1,1,2.0,2,78.2,77.0,155.2,1,1,1,1
2446,0,0.0,0.5,0,0,,0,65.5,0.0,65.5,1,1,1,1
2447,2,0.989894,0.5,1,1,3.0,3,73.2,76.4,149.6,1,1,1,1
2448,3,0.989894,0.5,1,1,3.0,3,63.8,70.0,133.8,1,1,1,1
2449,0,0.0,0.5,0,0,,0,61.8,0.0,61.8,1,1,1,1
2450,3,0.999232,0.5,1,1,3.0,3,62.0,89.2,151.2,1,1,1,1
2451,0,0.0,0.5,0,0,,0,152.6,0.0,152.6,1,1,1,1
2452,1,0.513514,0.5,1,1,1.0,1,87.9,84.0,171.9,1,1,1,1
2453,3,0.999232,0.5,1,1,3.0,3,69.9,75.7,145.6,1,1,1,1
2454,1,1.0,0.5,1,1,1.0,1,63.2,70.7,133.9,1,1,1,1
2455,3,0.989894,0.5,1,1,2.0,2,63.4,72.0,135.4,1,1,1,1
2456,2,0.989894,0.5,1,1,3.0,3,66.4,91.6,158.0,1,1,1,1
2457,3,0.999232,0.5,1,1,3.0,3,70.3,81.4,151.7,1,1,1,1
2458,1,0.989894,0.5,1,1,1.0,1,71.5,77.6,149.1,1,1,1,1
2459,1,0.989894,0.5,1,1,1.0,1,70.2,98.0,168.2,1,1,1,1
2460,1,1.0,0.5,1,1,1.0,1,82.4,101.4,183.8,1,1,1,1
2461,2,0.999232,0.5,1,1,2.0,2,75.0,78.9,153.9,1,1,1,1
2462,1,1.0,0.5,1,1,1.0,1,70.3,92.8,163.1,1,1,1,1
2463,3,1.0,0.5,1,1,2.0,2,182.6,176.6,359.2,1,1,1,1
2464,3,0.989894,0.5,1,1,2.0,2,72.3,84.6,156.9,1,1,1,1
2465,1,0.989894,0.5,1,1,1.0,1,74.4,84.6,159.0,1,1,1,1
2466,2,0.989894,0.5,1,1,2.0,2,89.8,85.7,175.5,1,1,1,1
2467,2,0.989894,0.5,1,1,3.0,3,77.2,88.6,165.8,1,1,1,1
2468,1,0.989894,0.5,1,1,1.0,1,76.6,88.4,165.0,1,1,1,1
2469,0,0.0,0.5,0,0,,0,92.8,0.0,92.8,1,1,1,1
2470,2,0.989894,0.5,1,1,3.0,3,79.6,88.5,168.1,1,1,1,1
2471,0,0.0,0.5,0,0,,0,84.4,0.0,84.4,1,1,1,1
2472,1,0.989894,0.5,1,1,1.0,1,81.8,107.7,189.5,1,1,1,1
2473,1,0.989894,0.5,1,1,1.0,1,89.7,96.1,185.8,1,1,1,1
2474,3,0.989894,0.5,1,1,3.0,3,87.5,99.0,186.5,1,1,1,1
2475,0,0.0,0.5,0,0,,0,87.2,0.0,87.2,1,1,1,1
2476,2,0.997497,0.5,1,1,2.0,2,93.1,101.8,194.9,1,1,1,1
2477,0,0.0,0.5,0,0,,0,89.3,0.0,89.3,1,1,1,1
2478,0,0.0,0.5,0,0,,0,91.0,0.0,91.0,1,1,1,1
2479,1,1.0,0.5,1,1,1.0,1,111.8,112.3,224.1,1,1,1,1
2480,1,0.997497,0.5,1,1,1.0,1,94.4,107.6,202.0,1,1,1,1
2481,3,0.989894,0.5,1,1,3.0,3,99.7,109.3,209.0,1,1,1,1
2482,1,0.989894,0.5,1,1,1.0,1,96.6,134.1,230.7,1,1,1,1
2483,0,0.0,0.5,0,0,,0,106.3,0.0,106.3,1,1,1,1
2484,3,1.0,0.5,1,1,3.0,3,103.4,114.9,218.3,1,1,1,1
2485,0,0.0,0.5,0,0,,0,105.1,0.0,105.1,1,1,1,1
2486,0,0.0,0.5,0,0,,0,115.5,0.0,115.5,1,1,1,1
2487,0,0.0,0.5,0,0,,0,109.0,0.0,109.0,1,1,1,1
2488,3,1.0,0.5,1,1,3.0,3,100.5,113.8,214.3,1,1,1,1
2489,1,1.0,0.5,1,1,1.0,1,122.8,120.5,243.3,1,1,1,1
2490,0,0.0,0.5,0,0,,0,103.3,0.0,103.3,1,1,1,1
2491,0,0.0,0.5,0,0,,0,97.4,0.0,97.4,1,1,1,1
2492,2,1.0,0.5,1,1,3.0,3,106.6,113.1,219.7,1,1,1,1
2493,2,0.989894,0.5,1,1,2.0,2,93.5,102.5,196.0,1,1,1,1
2494,3,0.999232,0.5,1,1,3.0,3,91.4,100.4,191.8,1,1,1,1
2495,0,0.0,0.5,0,0,,0,91.3,0.0,91.3,1,1,1,1
2496,0,0.0,0.5,0,0,,0,92.3,0.0,92.3,1,1,1,1
2497,1,1.0,0.5,1,1,1.0,1,85.8,98.0,183.8,1,1,1,1
2498,0,0.0,0.5,0,0,,0,85.6,0.0,85.6,1,1,1,1
2499,0,0.177465,0.5,0,0,,0,97.0,0.0,97.0,1,1,1,1
2500,2,0.989894,0.5,1,1,2.0,2,80.6,89.9,170.5,1,1,1,1
2501,2,0.989894,0.5,1,1,3.0,3,78.6,101.6,180.2,1,1,1,1
2502,2,0.989894,0.5,1,1,2.0,2,84.3,90.4,174.7,1,1,1,1
2503,3,0.989894,0.5,1,1,3.0,3,77.5,86.3,163.8,1,1,1,1
2504,1,1.0,0.5,1,1,1.0,1,74.6,81.3,155.9,1,1,1,1
2505,1,1.0,0.5,1,1,1.0,1,88.1,84.1,172.2,1,1,1,1
2506,3,0.989894,0.5,1,1,2.0,2,71.1,82.6,153.7,1,1,1,1
2507,2,0.989894,0.5,1,1,2.0,2,69.0,78.3,147.3,1,1,1,1
2508,0,0.0,0.5,0,0,,0,79.7,0.0,79.7,1,1,1,1
2509,2,0.989894,0.5,1,1,2.0,2,71.8,78.7,150.5,1,1,1,1
2510,1,1.0,0.5,1,1,1.0,1,66.8,76.1,142.9,1,1,1,1
2511,3,1.0,0.5,1,1,3.0,3,63.4,85.4,148.8,1,1,1,1
2512,3,0.989894,0.5,1,1,3.0,3,67.2,73.3,140.5,1,1,1,1
2513,3,0.989894,0.5,1,1,2.0,2,64.9,72.6,137.5,1,1,1,1
2514,1,0.989894,0.5,1,1,1.0,1,63.2,74.0,137.2,1,1,1,1
2515,2,0.989894,0.5,1,1,3.0,3,66.4,70.9,137.3,1,1,1,1
2516,0,0.0,0.5,0,0,,0,61.6,0.0,61.6,1,1,1,1
2517,0,0.0,0.5,0,0,,0,62.7,0.0,62.7,1,1,1,1
2518,0,0.0,0.5,0,0,,0,71.7,0.0,71.7,1,1,1,1
2519,3,0.989894,0.5,1,1,3.0,3,61.6,70.3,131.9,1,1,1,1
2520,3,1.0,0.5,1,1,3.0,3,62.4,67.4,129.8,1,1,1,1
2521,1,1.0,0.5,1,1,1.0,1,61.7,80.5,142.2,1,1,1,1
2522,1,0.997497,0.5,1,1,1.0,1,64.9,69.4,134.3,1,1,1,1
2523,3,0.989894,0.5,1,1,2.0,2,61.5,71.3,132.8,1,1,1,1
2524,1,1.0,0.5,1,1,1.0,1,59.9,77.5,137.4,1,1,1,1
2525,1,1.0,0.5,1,1,1.0,1,117.8,95.0,212.8,1,1,1,1
2526,2,1.0,0.5,1,1,3.0,3,66.6,69.1,135.7,1,1,1,1
2527,0,0.0,0.5,0,0,,0,62.0,0.0,62.0,1,1,1,1
2528,3,0.989894,0.5,1,1,2.0,2,61.2,68.6,129.8,1,1,1,1
2529,0,0.0,0.5,0,0,,0,61.5,0.0,61.5,1,1,1,1
2530,0,0.0,0.5,0,0,,0,196.2,0.0,196.2,1,1,1,1
2531,2,0.999232,0.5,1,1,2.0,2,276.1,160.7,436.8,1,1,1,1
2532,3,0.999232,0.5,1,1,2.0,2,202.1,200.7,402.8,1,1,1,1
2533,3,0.989894,0.5,1,1,3.0,3,153.0,109.6,262.6,1,1,1,1
2534,3,0.989894,0.5,1,1,3.0,3,79.0,79.5,158.5,1,1,1,1
2535,2,0.989894,0.5,1,1,2.0,2,68.8,76.4,145.2,1,1,1,1
2536,0,0.0,0.5,0,0,,0,67.1,0.0,67.1,1,1,1,1
2537,1,0.997497,0.5,1,1,1.0,1,70.2,76.7,146.9,1,1,1,1
2538,3,0.989894,0.5,1,1,3.0,3,69.1,75.3,144.4,1,1,1,1
2539,0,0.0,0.5,0,0,,0,105.8,0.0,105.8,1,1,1,1
2540,2,0.989894,0.5,1,1,3.0,3,67.0,79.9,146.9,1,1,1,1
2541,0,0.0,0.5,0,0,,0,66.9,0.0,66.9,1,1,1,1
2542,1,1.0,0.5,1,1,1.0,1,63.9,83.1,147.0,1,1,1,1
2543,2,0.989894,0.5,1,1,3.0,3,67.0,73.0,140.0,1,1,1,1
2544,1,1.0,0.5,1,1,1.0,1,63.4,71.0,134.4,1,1,1,1
2545,3,1.0,0.5,1,1,2.0,2,62.6,89.0,151.6,1,1,1,1
2546,3,1.0,0.5,1,1,3.0,3,68.9,75.3,144.2,1,1,1,1
2547,3,0.999232,0.5,1,1,2.0,2,64.1,74.4,138.5,1,1,1,1
2548,2,0.997497,0.5,1,1,2.0,2,61.8,69.2,131.0,1,1,1,1
2549,0,0.0,0.5,0,0,,0,74.0,0.0,74.0,1,1,1,1
2550,2,0.989894,0.5,1,1,2.0,2,60.9,70.0,130.9,1,1,1,1
2551,3,1.0,0.5,1,1,3.0,3,60.9,70.2,131.1,1,1,1,1
2552,2,0.989894,0.5,1,1,2.0,2,60.1,85.9,146.0,1,1,1,1
2553,2,0.989894,0.5,1,1,2.0,2,67.0,70.2,137.2,1,1,1,1
2554,1,1.0,0.5,1,1,1.0,1,60.6,68.6,129.2,1,1,1,1
2555,0,0.0,0.5,0,0,,0,61.1,0.0,61.1,1,1,1,1
2556,2,0.989894,0.5,1,1,3.0,3,66.2,69.9,136.1,1,1,1,1
2557,1,1.0,0.5,1,1,1.0,1,62.6,71.5,134.1,1,1,1,1
2558,2,0.989894,0.5,1,1,2.0,2,61.5,71.1,132.6,1,1,1,1
2559,3,0.989894,0.5,1,1,2.0,2,72.7,88.7,161.4,1,1,1,1
2560,2,0.989894,0.5,1,1,3.0,3,168.6,136.2,304.8,1,1,1,1
2561,1,0.989894,0.5,1,1,1.0,1,88.8,87.1,175.9,1,1,1,1
2562,0,0.0,0.5,0,0,,0,77.0,0.0,77.0,1,1,1,1
2563,0,0.0,0.5,0,0,,0,67.3,0.0,67.3,1,1,1,1
2564,3,0.989894,0.5,1,1,2.0,2,62.9,71.9,134.8,1,1,1,1
2565,0,0.0,0.5,0,0,,0,62.7,0.0,62.7,1,1,1,1
2566,0,0.0,0.5,0,0,,0,61.9,0.0,61.9,1,1,1,1
2567,2,0.997497,0.5,1,1,2.0,2,62.2,70.7,132.9,1,1,1,1
2568,1,1.0,0.5,1,1,1.0,1,65.7,70.8,136.5,1,1,1,1
2569,3,0.989894,0.5,1,1,3.0,3,62.9,71.1,134.0,1,1,1,1
2570,1,1.0,0.5,1,1,1.0,1,62.2,70.1,132.3,1,1,1,1
2571,3,1.0,0.5,1,1,3.0,3,61.4,71.1,132.5,1,1,1,1
2572,3,0.989894,0.5,1,1,2.0,2,62.3,69.4,131.7,1,1,1,1
2573,0,0.177465,0.5,0,0,,0,63.1,0.0,63.1,1,1,1,1
2574,0,0.0,0.5,0,0,,0,61.2,0.0,61.2,1,1,1,1
2575,0,0.0,0.5,0,0,,0,69.8,0.0,69.8,1,1,1,1
2576,0,0.0,0.5,0,0,,0,63.7,0.0,63.7,1,1,1,1
2577,3,0.989894,0.5,1,1,2.0,2,61.4,71.0,132.4,1,1,1,1
2578,0,0.0,0.5,0,0,,0,76.7,0.0,76.7,1,1,1,1
2579,3,0.989894,0.5,1,1,3.0,3,62.9,69.4,132.3,1,1,1,1
2580,0,0.0,0.5,0,0,,0,61.6,0.0,61.6,1,1,1,1
2581,1,0.997497,0.5,1,1,1.0,1,70.2,74.2,144.4,1,1,1,1
2582,0,0.0,0.5,0,0,,0,63.6,0.0,63.6,1,1,1,1
2583,0,0.0,0.5,0,0,,0,61.3,0.0,61.3,1,1,1,1
2584,2,0.989894,0.5,1,1,2.0,2,61.5,80.3,141.8,1,1,1,1
2585,3,0.989894,0.5,1,1,2.0,2,67.1,70.9,138.0,1,1,1,1
2586,3,0.989894,0.5,1,1,2.0,2,62.2,69.7,131.9,1,1,1,1
2587,0,0.177465,0.5,0,0,,0,60.8,0.0,60.8,1,1,1,1
2588,3,0.989894,0.5,1,1,2.0,2,66.9,69.7,136.6,1,1,1,1
2589,0,0.0,0.5,0,0,,0,63.3,0.0,63.3,1,1,1,1
2590,0,0.0,0.5,0,0,,0,61.1,0.0,61.1,1,1,1,1
2591,2,0.989894,0.5,1,1,2.0,2,71.8,72.9,144.7,1,1,1,1
2592,0,0.0,0.5,0,0,,0,62.9,0.0,62.9,1,1,1,1
2593,2,0.999232,0.5,1,1,3.0,3,62.6,68.1,130.7,1,1,1,1
2594,2,0.989894,0.5,1,1,2.0,2,61.4,78.1,139.5,1,1,1,1
2595,2,0.989894,0.5,1,1,2.0,2,64.0,70.3,134.3,1,1,1,1
2596,1,1.0,0.5,1,1,1.0,1,61.4,67.4,128.8,1,1,1,1
2597,2,0.989894,0.5,1,1,3.0,3,62.5,76.6,139.1,1,1,1,1
2598,2,0.989894,0.5,1,1,2.0,2,67.0,72.4,139.4,1,1,1,1
2599,0,0.0,0.5,0,0,,0,61.6,0.0,61.6,1,1,1,1
2600,2,0.989894,0.5,1,1,2.0,2,60.8,69.1,129.9,1,1,1,1
2601,1,1.0,0.5,1,1,1.0,1,73.5,71.4,144.9,1,1,1,1
2602,2,0.989894,0.5,1,1,2.0,2,61.3,67.6,128.9,1,1,1,1
2603,2,0.989894,0.5,1,1,3.0,3,59.4,68.6,128.0,1,1,1,1
2604,0,0.177465,0.5,0,0,,0,67.9,0.0,67.9,1,1,1,1
2605,2,1.0,0.5,1,1,2.0,2,63.8,68.5,132.3,1,1,1,1
2606,1,0.419355,0.5,0,0,,0,58.9,0.0,58.9,1,1,1,1
2607,2,0.989894,0.5,1,1,3.0,3,61.2,78.1,139.3,1,1,1,1
2608,3,0.989894,0.5,1,1,3.0,3,65.4,69.5,134.9,1,1,1,1
2609,0,0.989894,0.5,1,1,2.0,2,61.7,67.9,129.6,1,1,1,1
2610,1,1.0,0.5,1,1,1.0,1,60.9,68.3,129.2,1,1,1,1
2611,2,0.989894,0.5,1,1,3.0,3,72.7,71.8,144.5,1,1,1,1
2612,1,0.989894,0.5,1,1,1.0,1,61.4,68.3,129.7,1,1,1,1
2613,3,1.0,0.5,1,1,3.0,3,62.7,69.8,132.5,1,1,1,1
2614,0,0.0,0.5,0,0,,0,68.0,0.0,68.0,1,1,1,1
2615,0,0.0,0.5,0,0,,0,61.6,0.0,61.6,1,1,1,1
2616,1,1.0,0.5,1,1,1.0,1,62.0,69.2,131.2,1,1,1,1
2617,3,0.989894,0.5,1,1,3.0,3,62.5,80.9,143.4,1,1,1,1
2618,2,0.989894,0.5,1,1,3.0,3,64.7,70.4,135.1,1,1,1,1
2619,0,0.0,0.5,0,0,,0,60.5,0.0,60.5,1,1,1,1
2620,3,0.989894,0.5,1,1,2.0,2,61.5,72.9,134.4,1,1,1,1
2621,0,0.177465,0.5,0,0,,0,66.3,0.0,66.3,1,1,1,1
2622,0,0.0,0.5,0,0,,0,61.8,0.0,61.8,1,1,1,1
2623,0,0.0,0.5,0,0,,0,60.8,0.0,60.8,1,1,1,1
2624,3,0.989894,0.5,1,1,3.0,3,71.1,122.6,193.7,1,1,1,1
2625,0,0.0,0.5,0,0,,0,126.4,0.0,126.4,1,1,1,1
2626,2,0.989894,0.5,1,1,3.0,3,70.4,72.0,142.4,1,1,1,1
2627,1,1.0,0.5,1,1,1.0,1,64.1,72.1,136.2,1,1,1,1
2628,3,1.0,0.5,1,1,3.0,3,61.5,69.6,131.1,1,1,1,1
2629,1,0.999232,0.5,1,1,1.0,1,63.5,68.6,132.1,1,1,1,1
2630,1,1.0,0.5,1,1,1.0,1,61.1,69.2,130.3,1,1,1,1
2631,0,0.0,0.5,0,0,,0,62.1,0.0,62.1,1,1,1,1
2632,1,0.997497,0.5,1,1,1.0,1,65.6,88.7,154.3,1,1,1,1
2633,3,0.989894,0.5,1,1,2.0,2,67.5,73.6,141.1,1,1,1,1
2634,3,0.989894,0.5,1,1,3.0,3,62.7,69.5,132.2,1,1,1,1
2635,2,0.989894,0.5,1,1,2.0,2,60.3,69.9,130.2,1,1,1,1
2636,1,0.999232,0.5,1,1,1.0,1,60.6,68.4,129.0,1,1,1,1
2637,3,0.989894,0.5,1,1,2.0,2,63.5,68.4,131.9,1,1,1,1
2638,0,0.0,0.5,0,0,,0,62.1,0.0,62.1,1,1,1,1
2639,3,0.989894,0.5,1,1,3.0,3,64.1,268.7,332.8,1,1,1,1
